contract_start,contract_end,contract_type,rent_recurrence,building_raw,building_name,unit_number,annualized_rent,size_sqft,bedrooms,floor_level,view
2022-06-01,2023-05-31,Rental Contracts,New Contract,Five Palm Jumeirah,Seven Palm,40801,1500000.0,5328.13,4.0,8,Sea View / Beach View
2022-06-01,2023-05-31,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0109,24038.46,419.79,1.0,1,
2022-06-01,2023-05-31,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0718,24038.46,419.79,1.0,7,
2022-06-01,2023-05-31,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0111,24038.46,419.79,1.0,1,
2022-06-01,2023-05-31,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0106,24038.46,419.79,1.0,1,
2022-06-01,2023-05-31,Rental Contracts,New Contract,Aloft Palm Jumeirah,,1010,24038.46,419.79,1.0,10,
2022-06-01,2023-05-31,Rental Contracts,New Contract,Club Vista Mare,Club Vista Mare,129,80000.0,606.87,0.0,1,Beach View / Sea View
2022-06-01,2023-05-31,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0821,24038.46,419.79,1.0,8,
2022-06-01,2023-05-31,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0406,24038.46,419.79,1.0,4,
2022-06-01,2023-05-31,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0321,24038.46,419.79,1.0,3,
2022-06-01,2023-05-31,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0217,24038.46,419.79,1.0,2,
2022-06-01,2023-05-31,Rental Contracts,Renewal,The Fairmont Palm South Residences,The Fairmont Palm Residences,117,242000.0,3589.55,4.0,1,Sea View / Beach View
2022-06-01,2023-05-31,Rental Contracts,New Contract,Aloft Palm Jumeirah,,0305,24038.46,419.79,1.0,3,
2022-05-31,2023-05-30,Rental Contracts,New Contract,Golden Mile 07,Golden Mile,GM2B7RT23B,226346.77,850.99,,B1,Community View / Garden View
2022-05-31,2023-05-30,Rental Contracts,Renewal,Shoreline - Basri,Al Basri,1009,100000.0,1140.97,1.0,10,Sea View / Beach View
2022-05-31,2023-05-30,Rental Contracts,Renewal,Marina Residences 1,Al Ramth,1305,154000.0,2529.52,3.0,13,Sea View / Palm Jumeirah
2022-05-31,2023-05-30,Rental Contracts,Renewal,Garden Homes Frond C (Al Hilali),Al Ghaf,PJFRC025,500000.0,6000.01,4.0,,
2020-06-01,2023-05-30,Rental Contracts,New Contract,Al Shalal Beach Club,Al Msalli,G01,32644.92,3249.08,,G,
2022-05-31,2023-05-30,Rental Contracts,New Contract,Shoreline - Shahla,,811,230000.0,2185.07,3.0,8,Sea View / Street View
2022-06-01,2023-05-30,Rental Contracts,New Contract,The Palm Tower,Palm Tower,3207,95256.06,517.42,0.0,32,Sea View / Community View
2022-06-01,2023-05-30,Rental Contracts,New Contract,The Palm Tower,Palm Tower,3206,95256.06,523.34,0.0,32,Sea View / Community View
2022-05-31,2023-05-30,Rental Contracts,Renewal,Shoreline - Khushkar,Al Khushkar,108,160000.0,2238.89,3.0,1,Park View / Community View
2022-07-27,2023-05-30,Rental Contracts,New Contract,Golden Mile 02,Golden Mile,2111,115509.55,2604.86,2.0,1,Community View / Garden View
2022-06-01,2023-05-30,Rental Contracts,New Contract,The Palm Tower,Palm Tower,3008,95256.06,517.85,0.0,30,Sea View / Community View
2022-05-31,2023-05-30,Rental Contracts,Renewal,The Fairmont Palm South Residences,The Fairmont Palm Residences,210,95700.0,1689.93,1.0,2,
2022-05-30,2023-05-29,Rental Contracts,New Contract,Shoreline - Anbara,Al Anbara,705,180000.0,1550.0,2.0,7,Park View / Community View
2022-05-30,2023-05-29,Rental Contracts,Renewal,Signature Villas Frond C (Al Hilali),Al Khayali,PJFRC109,750000.0,6999.98,5.0,,
2022-05-30,2023-05-29,Rental Contracts,New Contract,Shoreline - Sarrood,,911,200000.0,2185.07,3.0,9,Sea View / Street View
2022-05-30,2023-05-29,Rental Contracts,Renewal,Golden Mile 05,Golden Mile,G504,183750.0,5306.6,3.0,G,Community View / Garden View
2022-05-29,2023-05-28,Rental Contracts,New Contract,Five Palm Jumeirah,Seven Palm,30707,290000.0,1646.88,2.0,7,Sea View / Beach View
2022-05-29,2023-05-28,Rental Contracts,Renewal,Golden Mile 08,Golden Mile,8511,126000.0,1959.03,2.0,5,Community View / Garden View
2022-05-29,2023-05-28,Rental Contracts,Renewal,Shoreline - Al Khudrawi,Al Shirawi,1102,154000.0,2185.07,3.0,LP,Street View / Community View
2022-05-29,2023-05-28,Rental Contracts,New Contract,Tiara - Amber,Tiara Residences,1206,220000.0,1677.02,2.0,12,Sea View / Community View
2022-05-29,2023-05-28,Rental Contracts,Renewal,Marina Residences 6,Al Malak,109,110000.0,2045.14,2.0,1,Sea View / Palm Jumeirah
2022-05-28,2023-05-27,Rental Contracts,New Contract,Golden Mile 08,Golden Mile,8611,120000.0,1794.34,2.0,6,Community View / Garden View
2022-05-28,2023-05-27,Rental Contracts,Renewal,Muraba Residence,Marina Residences,G01N,180000.0,2212.95,2.0,G,Sea View / Garden View
2022-05-28,2023-05-27,Rental Contracts,Renewal,Shoreline - Nabat,Al Nabat,502,135000.0,2217.36,3.0,5,Street View / Community View
2022-08-15,2023-05-27,Rental Contracts,New Contract,Tiara - Tanzanite,Tiara Residences,1001,164688.99,1677.02,2.0,10,Sea View / Community View
2022-11-28,2023-05-27,Rental Contracts,Renewal,Oceana - Baltic,Oceana,1006,200000.0,1711.46,2.0,11,Sea View / Community View
2022-05-28,2023-05-27,Rental Contracts,Renewal,Tiara - Diamond,Tiara Residences,306,172000.0,1679.17,2.0,3,Sea View / Community View
2022-05-28,2023-05-27,Rental Contracts,New Contract,Golden Mile 09,Golden Mile,GM2B9FB21,158111.35,722.8,,B1,Community View / Garden View
2022-05-28,2023-05-27,Rental Contracts,Renewal,Marina Residences 1,Al Ramth,503,118250.0,1732.99,2.0,5,Sea View / Palm Jumeirah
2022-05-27,2023-05-26,Rental Contracts,Renewal,Golden Mile 03,Golden Mile,410,77000.0,1092.21,1.0,4,Community View / Garden View
2022-05-27,2023-05-26,Rental Contracts,Renewal,Marina Residences 1,Al Ramth,1207,160000.0,2529.52,3.0,12,Sea View / Palm Jumeirah
2022-05-27,2023-05-26,Rental Contracts,New Contract,Golden Mile 07,Golden Mile,7501,105000.0,1302.43,1.0,5,Community View / Garden View
2022-05-27,2023-05-26,Rental Contracts,New Contract,Marina Residences 4,Al Mashraba,605,185000.0,2443.41,3.0,6,Sea View / Palm Jumeirah
2022-05-27,2023-05-26,Rental Contracts,Renewal,Shoreline - Al Das,Al Das,807,160000.0,1999.93,4.0,8,Sea View / Beach View
2022-05-27,2023-05-26,Rental Contracts,New Contract,Royal Amwaj South,,710,175000.0,1765.28,2.0,7,Sea View / Garden View
2022-05-27,2023-05-26,Rental Contracts,New Contract,Shoreline - Jash Falqa,Jash Falqa,512,135000.0,1560.77,2.0,5,Street View / Community View
2022-05-27,2023-05-26,Rental Contracts,Renewal,Tiara - Sapphire,Tiara Residences,1001,170000.0,1677.02,2.0,10,Sea View / Community View
2022-05-27,2023-05-26,Rental Contracts,Renewal,Shoreline - Anbara,Al Anbara,204,81650.0,1140.97,1.0,2,Park View / Community View
2022-05-27,2023-05-26,Rental Contracts,New Contract,The Fairmont Palm South Residences,The Fairmont Palm Residences,714,155000.0,1724.48,2.0,7,Community View / Garden View
2022-05-26,2023-05-25,Rental Contracts,New Contract,Shoreline - Dabas,,802,200000.0,2185.07,3.0,8,Street View / Community View
2022-08-08,2023-05-25,Rental Contracts,Renewal,Royal Amwaj South,,G18,159774.63,2245.46,2.0,G,Sea View / Garden View
2022-05-26,2023-05-25,Rental Contracts,Renewal,Oceana - Aegean,Oceana,1205,173250.0,2443.41,3.0,13,Sea View / Community View
2022-07-01,2023-05-25,Rental Contracts,Renewal,Royal Amwaj North,,802P,135474.63,1750.75,2.0,8,Building View / Garden View
2022-05-25,2023-05-25,Rental Contracts,Renewal,Oceana - Southern,Oceana,401,159571.05,1711.46,2.0,5,Sea View / Community View
2022-08-09,2023-05-25,Rental Contracts,Renewal,Royal Amwaj North,,626,165891.89,2867.72,2.0,6,Sea View / Garden View
2022-11-26,2023-05-25,Rental Contracts,New Contract,Signature Villas Frond L (Al Fara),Al Fahad,PJFRL113,8000000.0,9504.52,4.0,,
2022-05-26,2023-05-25,Rental Contracts,New Contract,Shoreline - Sultana,Al Sultana,407,200000.0,1991.32,2.0,4,Sea View / Beach View
2022-05-26,2023-05-25,Rental Contracts,Renewal,Oceana - Pacific,Oceana,G08,235000.0,1954.72,2.0,G,Sea View / Garden View
2022-05-25,2023-05-24,Rental Contracts,New Contract,Palm Views East,,423,63000.0,505.9,0.0,4,Sea View / Palm Jumeirah
2022-05-25,2023-05-24,Rental Contracts,New Contract,Palm Views West,,320,65000.0,548.1,0.0,3,Sea View / Palm Jumeirah
2022-05-25,2023-05-24,Rental Contracts,New Contract,Shoreline - Basri,Al Basri,1211,225000.0,2185.07,3.0,LP,Street View / Community View
2022-05-25,2023-05-24,Rental Contracts,Renewal,Shoreline - Jash Hamad,Jash Hamad,PH01,297000.0,4843.76,3.0,9,Sea View / Street View
2022-05-25,2023-05-24,Rental Contracts,New Contract,Soho Palm,,204,125000.0,887.81,1.0,2,Community View / Garden View
2022-05-25,2023-05-24,Rental Contracts,New Contract,The Fairmont Palm North Residences,The Fairmont Palm Residences,310,120000.0,1700.7,1.0,3,Community View / Garden View
2022-05-25,2023-05-24,Rental Contracts,New Contract,Shoreline - Dabas,,601,130000.0,1582.29,2.0,6,Street View / Community View
2022-05-25,2023-05-24,Rental Contracts,Renewal,Tiara - Aquamarine,Tiara Residences,1004,150000.0,1291.67,1.0,10,Sea View / Community View
2022-05-25,2023-05-24,Rental Contracts,Renewal,The Fairmont Palm South Residences,The Fairmont Palm Residences,815,121000.0,1727.61,2.0,8,Community View / Garden View
2022-05-25,2023-05-24,Rental Contracts,New Contract,Golden Mile 09,Golden Mile,9407,140000.0,1883.68,2.0,4,Community View / Garden View
2022-05-25,2023-05-24,Rental Contracts,Renewal,Oceana - Aegean,Oceana,1002,185000.0,2281.95,3.0,11,Sea View / Community View
2022-05-25,2023-05-24,Rental Contracts,Renewal,Shoreline - Jash Falqa,Jash Falqa,812,120000.0,1560.77,2.0,8,Street View / Community View
2022-05-25,2023-05-24,Rental Contracts,Renewal,The Fairmont Palm South Residences,The Fairmont Palm Residences,722,145000.0,1717.16,2.0,7,Sea View / Beach View
2022-05-25,2023-05-24,Rental Contracts,New Contract,Marina Residences 6,Al Malak,1007,210000.0,2529.52,3.0,10,Sea View / Palm Jumeirah
2022-05-25,2023-05-24,Rental Contracts,Renewal,Club Vista Mare,Club Vista Mare,109,75000.0,606.87,0.0,1,Beach View / Sea View
2022-05-25,2023-05-24,Rental Contracts,Renewal,Balqis Residence 2,Balqis Residences,613,159600.0,2927.78,3.0,6,Community View / Sea View
2022-05-25,2023-05-24,Rental Contracts,New Contract,Golden Mile 04,Golden Mile,4504,105000.0,1302.43,1.0,5,Community View / Garden View
2022-05-25,2023-05-24,Rental Contracts,New Contract,Marina Residences 1,Al Ramth,1209,145000.0,1776.04,2.0,12,Sea View / Palm Jumeirah
2022-05-25,2023-05-24,Rental Contracts,Renewal,Golden Mile 02,Golden Mile,2702,210000.0,4370.14,,7,Community View / Garden View
2022-05-24,2023-05-23,Rental Contracts,Renewal,Shoreline - Dabas,,904,100000.0,1144.63,1.0,9,Sea View / Beach View
2022-05-24,2023-05-23,Rental Contracts,Renewal,Shoreline - Hamri,Al Hamri,J1,78000.0,742.71,1.0,1,Park View / Community View
2022-07-16,2023-05-23,Rental Contracts,Renewal,Shoreline - Al Khudrawi,Al Shirawi,202,143679.15,2195.84,3.0,2,Street View / Community View
2022-05-24,2023-05-23,Rental Contracts,New Contract,The Fairmont Palm North Residences,The Fairmont Palm Residences,P208,500000.0,11377.44,,10,Sea View / Beach View
2022-05-24,2023-05-23,Rental Contracts,Renewal,Shoreline - Hallawi,Al Hallawi,107,77050.0,1140.97,1.0,1,Park View / Community View
2022-05-23,2023-05-22,Rental Contracts,New Contract,Soho Palm,,601,145000.0,956.05,1.0,6,Community View / Garden View
2022-05-23,2023-05-22,Rental Contracts,New Contract,The Palm Tower,Palm Tower,2309,200000.0,1109.54,1.0,23,Sea View / Community View
2022-05-23,2023-05-22,Rental Contracts,New Contract,Shoreline - Hallawi,Al Hallawi,509,95000.0,1145.39,1.0,5,Park View / Community View
2022-05-23,2023-05-22,Rental Contracts,New Contract,Grandeur Residences Maurya,Marina Residences,CG03,148000.0,3767.37,2.0,G,Sea View / Garden View
2022-05-23,2023-05-22,Rental Contracts,New Contract,Shoreline - Anbara,Al Anbara,412,125000.0,1582.29,2.0,4,Sea View / Street View
2022-05-23,2023-05-22,Rental Contracts,Renewal,The Fairmont Palm North Residences,The Fairmont Palm Residences,921,160000.0,1732.99,2.0,9,Sea View / Beach View
2022-05-23,2023-05-22,Rental Contracts,Renewal,Marina Residences 3,Al Murjan,1205,170000.0,2529.52,3.0,12,Sea View / Palm Jumeirah
2022-09-23,2023-05-22,Rental Contracts,Renewal,Garden Homes Frond M (Al Sefri),Al Seef,PJFRM055,480000.0,5000.05,4.0,,
2022-05-23,2023-05-22,Rental Contracts,Renewal,Golden Mile 06,Golden Mile,6303,96000.0,1797.57,2.0,3,Community View / Garden View
2022-05-23,2023-05-22,Rental Contracts,Renewal,Tiara - Amber,Tiara Residences,405,180000.0,2264.94,3.0,4,Sea View / Community View
2022-05-23,2023-05-22,Rental Contracts,New Contract,Tiara - Diamond,Tiara Residences,106,265000.0,1679.17,2.0,1,Sea View / Community View
2022-05-23,2023-05-22,Rental Contracts,Renewal,Balqis Residence 2,Balqis Residences,711,130000.0,1923.94,2.0,7,Community View / Sea View
2022-05-22,2023-05-21,Rental Contracts,Renewal,Marina Residences 1,Al Ramth,111,110000.0,1975.28,2.0,1,Sea View / Palm Jumeirah
2022-05-22,2023-05-21,Rental Contracts,Renewal,Shoreline - Hatmi,Al Hatmi,209,95000.0,1140.97,1.0,2,Sea View / Beach View
2022-11-22,2023-05-21,Rental Contracts,Renewal,Grandeur Residences Maurya,Marina Residences,B206,92000.0,1120.09,1.0,2,Sea View / Garden View
2022-05-21,2023-05-20,Rental Contracts,New Contract,Royal Amwaj North,,146,195000.0,1826.96,2.0,1,Sea View / Pool View
2022-05-21,2023-05-20,Rental Contracts,New Contract,The Palm Tower,Palm Tower,2711,90000.0,602.78,0.0,27,Sea View / Community View
2022-05-21,2023-05-20,Rental Contracts,Renewal,Tiara - Tanzanite,Tiara Residences,803,115000.0,1302.43,1.0,8,Sea View / Community View
2022-05-20,2023-05-19,Rental Contracts,Renewal,THE POINTE - BLOCK B,The 8,TPTGBIN30,306605.25,845.29,,,
2022-05-20,2023-05-19,Rental Contracts,New Contract,THE POINTE - BLOCK A,The 8,TPTFAIN1819,258500.0,4435.26,,1,
2022-05-20,2023-05-19,Rental Contracts,New Contract,THE POINTE - BLOCK A,The 8,TPTGAIN19,258500.0,3364.36,,,
2022-05-20,2023-05-19,Rental Contracts,Renewal,Royal Amwaj North,,G04,240000.0,2347.93,2.0,G,Building View / Garden View
2022-05-20,2023-05-19,Rental Contracts,New Contract,THE POINTE - BLOCK B,The 8,TPTGBIN28B,111750.0,711.49,,,
2022-05-19,2023-05-19,Rental Contracts,New Contract,Shoreline - Hamri,Al Hamri,103,99731.9,2238.89,3.0,1,Park View / Community View
2022-05-20,2023-05-19,Rental Contracts,Renewal,Golden Mile 02,Golden Mile,2505,110250.0,1807.69,2.0,5,Community View / Garden View
2022-05-20,2023-05-19,Rental Contracts,Renewal,The Fairmont Palm North Residences,The Fairmont Palm Residences,317,242000.0,3323.35,4.0,3,Sea View / Beach View
2022-05-20,2023-05-19,Rental Contracts,Renewal,Golden Mile 06,Golden Mile,6409,125000.0,1786.81,2.0,4,Community View / Garden View
2022-05-20,2023-05-19,Rental Contracts,New Contract,Royal Amwaj North,,215,130000.0,1158.09,1.0,2,Sea View / Pool View
2022-09-01,2023-05-19,Rental Contracts,New Contract,THE POINTE - BLOCK A,The 8,TPTGAIN20,306452.76,3364.69,,,
2022-05-20,2023-05-19,Rental Contracts,New Contract,Emerald Kempinski Palm Jumeirah Residences & Hotel,Kempinski Residences,408,140000.0,3745.84,3.0,4,Sea View / Garden View
2022-05-20,2023-05-19,Rental Contracts,Renewal,Azure Residences,Marina Residences,815,101000.0,1140.97,1.0,8,Sea View / -
2022-05-20,2023-05-19,Rental Contracts,Renewal,Oceana - Southern,Oceana,606,160000.0,1711.46,2.0,7,Sea View / Community View
2022-05-20,2023-05-19,Rental Contracts,Renewal,The Fairmont Palm North Residences,The Fairmont Palm Residences,722,120000.0,1717.16,2.0,7,Sea View / Beach View
2022-05-20,2023-05-19,Rental Contracts,Renewal,THE POINTE - BLOCK A,The 8,TPTGAIN29,175728.74,410.75,,,
2022-04-20,2023-05-19,Rental Contracts,New Contract,Golden Mile 05,Golden Mile,G502,350000.0,5414.24,3.0,G,Community View / Garden View
2022-05-20,2023-05-19,Rental Contracts,New Contract,Emerald Kempinski Palm Jumeirah Residences & Hotel,Kempinski Residences,305,260000.0,1776.04,2.0,3,Sea View / Garden View
2022-05-20,2023-05-19,Rental Contracts,New Contract,Dusit Emirates Saray (Al Osaimi Beach Resort & Spa),Al Shamsi,432,126500.0,1681.97,2.0,4,
2022-05-20,2023-05-19,Rental Contracts,Renewal,Marina Residences 3,Al Murjan,809,102000.0,1734.93,2.0,8,Sea View / Palm Jumeirah
2022-05-20,2023-05-19,Rental Contracts,New Contract,Azure Residences,Marina Residences,613,130000.0,1140.97,1.0,6,Sea View / -
2022-05-20,2023-05-19,Rental Contracts,New Contract,Emerald Kempinski Palm Jumeirah Residences & Hotel,Kempinski Residences,304,220000.0,1765.28,2.0,3,Sea View / Garden View
2022-05-20,2023-05-19,Rental Contracts,New Contract,Dusit Emirates Saray (Al Osaimi Beach Resort & Spa),Al Shamsi,232,126500.0,1667.54,2.0,2,
2022-05-20,2023-05-19,Rental Contracts,Renewal,Tiara - Emerald,Tiara Residences,606,173000.0,1668.4,2.0,6,Sea View / Community View
2022-06-18,2023-05-19,Rental Contracts,Renewal,Tiara - Diamond,Tiara Residences,906,139772.22,1679.17,2.0,9,Sea View / Community View
2022-05-20,2023-05-19,Rental Contracts,New Contract,Marina Residences 5,Al Khayali,1003,145000.0,1776.04,2.0,10,Sea View / Palm Jumeirah
2022-05-20,2023-05-19,Rental Contracts,New Contract,Shoreline - Al Khudrawi,Al Shirawi,1002,180000.0,2185.07,3.0,10,Street View / Community View
2022-05-19,2023-05-18,Rental Contracts,New Contract,Shoreline - Nabat,Al Nabat,107,240000.0,2002.09,2.0,1,Sea View / Beach View
2022-05-18,2023-05-18,Rental Contracts,New Contract,Tiara - Tanzanite,Tiara Residences,501,219410.19,1679.17,2.0,5,Sea View / Community View
2022-06-04,2023-05-18,Rental Contracts,Renewal,Tiara - Aquamarine,Tiara Residences,903,129573.03,1291.67,1.0,9,Sea View / Community View
2023-02-02,2023-05-18,Rental Contracts,Renewal,Oceana - Atlantic,Oceana,801,161065.85,1711.46,2.0,9,Sea View / Garden View
2022-05-19,2023-05-18,Rental Contracts,New Contract,Palm Views West,,311,80000.0,548.96,0.0,3,Sea View / Palm Jumeirah
2022-05-19,2023-05-18,Rental Contracts,Renewal,Golden Mile 07,Golden Mile,7303,107250.0,1797.57,2.0,3,Community View / Garden View
2022-05-19,2023-05-18,Rental Contracts,Renewal,Golden Mile 03,Golden Mile,207,65000.0,1098.24,1.0,2,Community View / Garden View
2022-05-19,2023-05-18,Rental Contracts,Renewal,Golden Mile 10,Golden Mile,10402,90000.0,1797.57,2.0,4,Community View / Garden View
2022-09-19,2023-05-18,Rental Contracts,Renewal,Tiara - Emerald,Tiara Residences,502,216000.0,2389.59,3.0,5,Sea View / Community View
2022-05-18,2023-05-17,Rental Contracts,New Contract,Shoreline - Basri,Al Basri,904,125000.0,1140.97,1.0,9,Sea View / Beach View
2022-05-18,2023-05-17,Rental Contracts,New Contract,Marina Residences 1,Al Ramth,1108,165000.0,1745.69,2.0,11,Sea View / Palm Jumeirah
2022-05-18,2023-05-17,Rental Contracts,New Contract,Dusit Emirates Saray (Al Osaimi Beach Resort & Spa),Al Shamsi,215,90000.0,1188.33,1.0,2,
2022-05-18,2023-05-17,Rental Contracts,New Contract,Oceana - Pacific,Oceana,1002,235000.0,2279.9,3.0,11,Sea View / Garden View
2022-05-18,2023-05-17,Rental Contracts,Renewal,Marina Residences 6,Al Malak,409,130000.0,1927.49,2.0,4,Sea View / Palm Jumeirah
2022-05-18,2023-05-17,Rental Contracts,Renewal,THE POINTE - BLOCK C,The 8,TPTGCIN07,298510.0,1707.69,,G,
2022-05-18,2023-05-17,Rental Contracts,New Contract,Tiara - Tanzanite,Tiara Residences,401,200000.0,1679.17,2.0,4,Sea View / Community View
2022-05-18,2023-05-17,Rental Contracts,New Contract,Emerald Kempinski Palm Jumeirah Residences & Hotel,Kempinski Residences,527,260000.0,1786.81,2.0,5,Sea View / Garden View
2022-05-18,2023-05-17,Rental Contracts,Renewal,Soho Palm,,605,130000.0,967.24,1.0,6,Community View / Garden View
2022-05-18,2023-05-17,Rental Contracts,New Contract,Golden Mile 09,Golden Mile,9505,135000.0,1808.34,2.0,5,Community View / Garden View
2022-05-19,2023-05-17,Rental Contracts,Renewal,Royal Amwaj North,,802C,65181.06,559.72,0.0,8,Building View / Garden View
2022-05-17,2023-05-16,Rental Contracts,New Contract,Marina Residences 4,Al Mashraba,701,104075.0,1870.01,2.0,7,Sea View / Palm Jumeirah
2022-05-17,2023-05-16,Rental Contracts,Renewal,Marina Residences 4,Al Mashraba,901,97939.0,1870.01,2.0,9,Sea View / Palm Jumeirah
2022-05-17,2023-05-16,Rental Contracts,Renewal,Tiara - Aquamarine,Tiara Residences,902,258000.0,2271.18,3.0,9,Sea View / Community View
2022-05-17,2023-05-16,Rental Contracts,Renewal,Shoreline - Msalli,Al Msalli,805,140000.0,1550.0,2.0,8,Sea View / Beach View
2022-05-17,2023-05-16,Rental Contracts,New Contract,Marina Residences 1,Al Ramth,207,160000.0,2438.24,3.0,2,Sea View / Palm Jumeirah
2022-05-17,2023-05-16,Rental Contracts,Renewal,The Fairmont Palm South Residences,The Fairmont Palm Residences,419,175000.0,1722.22,2.0,4,Sea View / Beach View
2022-05-16,2023-05-15,Rental Contracts,Renewal,Golden Mile 07,Golden Mile,7706,216000.0,4434.73,3.0,7,Community View / Garden View
2022-12-14,2023-05-15,Rental Contracts,New Contract,Golden Mile 01,Golden Mile,1102,97738.85,2096.16,2.0,1,Community View / Garden View
2022-05-16,2023-05-15,Rental Contracts,New Contract,Shoreline - Haseer,,111,215000.0,2195.84,3.0,1,Street View / Community View
2022-05-16,2023-05-15,Rental Contracts,New Contract,Royal Amwaj North,,801F,112000.0,668.98,0.0,8,Sea View / Pool View
2022-05-16,2023-05-15,Rental Contracts,Renewal,Marina Residences 1,Al Ramth,LG01,170000.0,2755.56,3.0,LG,Sea View / Palm Jumeirah
2022-05-15,2023-05-14,Rental Contracts,New Contract,Balqis Residence 3,Balqis Residences,906,365000.0,3487.5,5.0,9,Community View / Sea View
2022-05-15,2023-05-14,Rental Contracts,New Contract,Tiara - Tanzanite,Tiara Residences,804,160000.0,1291.67,1.0,8,Sea View / Community View
